accession,repository,disease_term,num_samples_estimate,data_type,metadata_source,raw_link_endpoint
GSE134706,GEO,Parkinson's Disease,"IntegerElement(44, attributes={})",Expression profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE134706
GSE134705,GEO,Parkinson's Disease,"IntegerElement(37, attributes={})",Expression profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE134705
GSE120746,GEO,Parkinson's Disease,"IntegerElement(18, attributes={})",Expression profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE120746
GSE133347,GEO,Parkinson's Disease,"IntegerElement(10, attributes={})",Expression profiling by array; Non-coding RNA profiling by array,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE133347
GSE140076,GEO,Parkinson's Disease,"IntegerElement(12, attributes={})",Expression profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE140076
GSE139989,GEO,Parkinson's Disease,"IntegerElement(18, attributes={})",Expression profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE139989
GSE49126,GEO,Parkinson's Disease,"IntegerElement(50, attributes={})",Expression profiling by array,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE49126
GSE133323,GEO,Parkinson's Disease,"IntegerElement(6, attributes={})",Expression profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE133323
GSE136834,GEO,Parkinson's Disease,"IntegerElement(8, attributes={})",Expression profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE136834
GSE135996,GEO,Parkinson's Disease,"IntegerElement(5, attributes={})",Expression profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE135996
GSE130752,GEO,Parkinson's Disease,"IntegerElement(22, attributes={})",Expression profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE130752
GSE125239,GEO,Parkinson's Disease,"IntegerElement(36, attributes={})",Expression profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE125239
GSE128040,GEO,Parkinson's Disease,"IntegerElement(2, attributes={})",Expression profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE128040
GSE125234,GEO,Parkinson's Disease,"IntegerElement(4, attributes={})",Expression profiling by array,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE125234
GSE109228,GEO,Parkinson's Disease,"IntegerElement(6, attributes={})",Expression profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE109228
GSE42966,GEO,Parkinson's Disease,"IntegerElement(15, attributes={})",Expression profiling by array,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE42966
GSE122729,GEO,Parkinson's Disease,"IntegerElement(11, attributes={})",Expression profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE122729
GSE110720,GEO,Parkinson's Disease,"IntegerElement(201, attributes={})",Expression profiling by high throughput sequencing; Methylation profiling by high throughput sequencing; Non-coding RNA profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE110720
GSE110719,GEO,Parkinson's Disease,"IntegerElement(69, attributes={})",Non-coding RNA profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE110719
GSE110718,GEO,Parkinson's Disease,"IntegerElement(53, attributes={})",Methylation profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE110718
GSE110717,GEO,Parkinson's Disease,"IntegerElement(63, attributes={})",Expression profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE110717
GSE110716,GEO,Parkinson's Disease,"IntegerElement(16, attributes={})",Expression profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE110716
GSE88888,GEO,Parkinson's Disease,"IntegerElement(20, attributes={})",Expression profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE88888
GSE120569,GEO,Parkinson's Disease,"IntegerElement(9, attributes={})",Expression profiling by array,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE120569
GSE120306,GEO,Parkinson's Disease,"IntegerElement(7, attributes={})",Expression profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE120306
GSE72776,GEO,Parkinson's Disease,"IntegerElement(84, attributes={})",Methylation profiling by genome tiling array,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE72776
GSE72774,GEO,Parkinson's Disease,"IntegerElement(508, attributes={})",Methylation profiling by genome tiling array,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE72774
GSE118158,GEO,Parkinson's Disease,"IntegerElement(20, attributes={})",Expression profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE118158
GSE90469,GEO,Parkinson's Disease,"IntegerElement(20, attributes={})",Expression profiling by high throughput sequencing; Other,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE90469
GSE116124,GEO,Parkinson's Disease,"IntegerElement(10, attributes={})",Expression profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE116124
GSE38385,GEO,Parkinson's Disease,"IntegerElement(13, attributes={})",Non-coding RNA profiling by array,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE38385
GSE111629,GEO,Parkinson's Disease,"IntegerElement(572, attributes={})",Methylation profiling by genome tiling array,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE111629
GSE101534,GEO,Parkinson's Disease,"IntegerElement(51, attributes={})",Expression profiling by array,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE101534
GSE90514,GEO,Parkinson's Disease,"IntegerElement(8, attributes={})",Expression profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE90514
GSE111223,GEO,Parkinson's Disease,"IntegerElement(259, attributes={})",Methylation profiling by genome tiling array,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE111223
GSE109706,GEO,Parkinson's Disease,"IntegerElement(20, attributes={})",Expression profiling by high throughput sequencing; Genome binding/occupancy profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE109706
GSE103099,GEO,Parkinson's Disease,"IntegerElement(59, attributes={})",Expression profiling by array,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE103099
GSE105093,GEO,Parkinson's Disease,"IntegerElement(12, attributes={})",Methylation profiling by genome tiling array,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE105093
GSE99253,GEO,Parkinson's Disease,"IntegerElement(14, attributes={})",Expression profiling by array,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE99253
GSE100054,GEO,Parkinson's Disease,"IntegerElement(19, attributes={})",Expression profiling by array,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE100054
GSE95718,GEO,Parkinson's Disease,"IntegerElement(112, attributes={})",Protein profiling by protein array,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE95718
GSE99473,GEO,Parkinson's Disease,"IntegerElement(18, attributes={})",Expression profiling by array; SNP genotyping by SNP array; Genome variation profiling by SNP array,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE99473
GSE99471,GEO,Parkinson's Disease,"IntegerElement(13, attributes={})",SNP genotyping by SNP array; Genome variation profiling by SNP array,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE99471
GSE99142,GEO,Parkinson's Disease,"IntegerElement(5, attributes={})",Expression profiling by array,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE99142
GSE99139,GEO,Parkinson's Disease,"IntegerElement(6, attributes={})",Expression profiling by array,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE99139
GSE99039,GEO,Parkinson's Disease,"IntegerElement(558, attributes={})",Expression profiling by array,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE99039
GSE84684,GEO,Parkinson's Disease,"IntegerElement(5, attributes={})",Expression profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE84684
GSE97285,GEO,Parkinson's Disease,"IntegerElement(28, attributes={})",Non-coding RNA profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE97285
GSE89115,GEO,Parkinson's Disease,"IntegerElement(9, attributes={})",Expression profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE89115
GSE93905,GEO,Parkinson's Disease,"IntegerElement(5, attributes={})",Genome binding/occupancy profiling by high throughput sequencing; Methylation profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE93905
GSE93285,GEO,Parkinson's Disease,"IntegerElement(7, attributes={})",SNP genotyping by SNP array,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE93285
GSE86654,GEO,Parkinson's Disease,"IntegerElement(15, attributes={})",Expression profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE86654
GSE89886,GEO,Parkinson's Disease,"IntegerElement(32, attributes={})",Expression profiling by array; SNP genotyping by SNP array,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE89886
GSE89883,GEO,Parkinson's Disease,"IntegerElement(13, attributes={})",Expression profiling by array,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE89883
GSE89878,GEO,Parkinson's Disease,"IntegerElement(19, attributes={})",SNP genotyping by SNP array,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE89878
GSE87462,GEO,Parkinson's Disease,"IntegerElement(12, attributes={})",Genome variation profiling by SNP array; SNP genotyping by SNP array,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE87462
GSE47921,GEO,Parkinson's Disease,"IntegerElement(7, attributes={})",Expression profiling by array,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE47921
GSE80599,GEO,Parkinson's Disease,"IntegerElement(67, attributes={})",Expression profiling by array,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE80599
GSE77475,GEO,Parkinson's Disease,"IntegerElement(6, attributes={})",Expression profiling by array,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE77475
GSE71278,GEO,Parkinson's Disease,"IntegerElement(11, attributes={})",Genome binding/occupancy profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE71278
GSE72962,GEO,Parkinson's Disease,"IntegerElement(29, attributes={})",Non-coding RNA profiling by high throughput sequencing; Third-party reanalysis,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE72962
GSE77664,GEO,Parkinson's Disease,"IntegerElement(12, attributes={})",SNP genotyping by SNP array; Expression profiling by array,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE77664
GSE77663,GEO,Parkinson's Disease,"IntegerElement(4, attributes={})",Expression profiling by array,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE77663
GSE77662,GEO,Parkinson's Disease,"IntegerElement(8, attributes={})",SNP genotyping by SNP array,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE77662
GSE71429,GEO,Parkinson's Disease,"IntegerElement(7, attributes={})",SNP genotyping by SNP array,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE71429
GSE71360,GEO,Parkinson's Disease,"IntegerElement(25, attributes={})",Genome variation profiling by array,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE71360
GSE51923,GEO,Parkinson's Disease,"IntegerElement(42, attributes={})",Expression profiling by array; Methylation profiling by array,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE51923
GSE51922,GEO,Parkinson's Disease,"IntegerElement(14, attributes={})",Expression profiling by array,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE51922
GSE51921,GEO,Parkinson's Disease,"IntegerElement(28, attributes={})",Methylation profiling by array,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE51921
GSE72267,GEO,Parkinson's Disease,"IntegerElement(59, attributes={})",Expression profiling by array,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE72267
GSE62470,GEO,Parkinson's Disease,"IntegerElement(20, attributes={})",Other,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE62470
GSE62469,GEO,Parkinson's Disease,"IntegerElement(66, attributes={})",Other,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE62469
GSE71191,GEO,Parkinson's Disease,"IntegerElement(3, attributes={})",Expression profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE71191
GSE71220,GEO,Parkinson's Disease,"IntegerElement(617, attributes={})",Expression profiling by array,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE71220
GSE57475,GEO,Parkinson's Disease,"IntegerElement(142, attributes={})",Expression profiling by array,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE57475
GSE37591,GEO,Parkinson's Disease,"IntegerElement(11, attributes={})",Expression profiling by array,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE37591
GSE49036,GEO,Parkinson's Disease,"IntegerElement(28, attributes={})",Expression profiling by array,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE49036
GSE43490,GEO,Parkinson's Disease,"IntegerElement(41, attributes={})",Expression profiling by array,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE43490
GSE34865,GEO,Parkinson's Disease,"IntegerElement(138, attributes={})",Expression profiling by array; Third-party reanalysis,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE34865
GSE62642,GEO,Parkinson's Disease,"IntegerElement(14, attributes={})",Expression profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE62642
GSE54282,GEO,Parkinson's Disease,"IntegerElement(33, attributes={})",Expression profiling by array,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE54282
GSE42608,GEO,Parkinson's Disease,"IntegerElement(13, attributes={})",Expression profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE42608
GSE53351,GEO,Parkinson's Disease,"IntegerElement(301, attributes={})",Expression profiling by array,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE53351
GSE51214,GEO,Parkinson's Disease,"IntegerElement(20, attributes={})",Expression profiling by array,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE51214
GSE54536,GEO,Parkinson's Disease,"IntegerElement(10, attributes={})",Expression profiling by array,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE54536
GSE52431,GEO,Parkinson's Disease,"IntegerElement(8, attributes={})",Expression profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE52431
GSE53426,GEO,Parkinson's Disease,"IntegerElement(14, attributes={})",Expression profiling by array; SNP genotyping by SNP array,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE53426
GSE53425,GEO,Parkinson's Disease,"IntegerElement(9, attributes={})",SNP genotyping by SNP array,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE53425
GSE53424,GEO,Parkinson's Disease,"IntegerElement(5, attributes={})",Expression profiling by array,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE53424
GSE40915,GEO,Parkinson's Disease,"IntegerElement(12, attributes={})",Non-coding RNA profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE40915
GSE30643,GEO,Parkinson's Disease,"IntegerElement(2, attributes={})",Expression profiling by array,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE30643
GSE43368,GEO,Parkinson's Disease,"IntegerElement(35, attributes={})",Expression profiling by array,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE43368
GSE43235,GEO,Parkinson's Disease,"IntegerElement(5, attributes={})",Expression profiling by array,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE43235
GSE34061,GEO,Parkinson's Disease,"IntegerElement(6, attributes={})",Genome binding/occupancy profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE34061
GSE34287,GEO,Parkinson's Disease,"IntegerElement(39, attributes={})",Expression profiling by array,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE34287
GSE36321,GEO,Parkinson's Disease,"IntegerElement(9, attributes={})",Expression profiling by array,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE36321
GSE33298,GEO,Parkinson's Disease,"IntegerElement(14, attributes={})",Expression profiling by array,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE33298
GSE40710,GEO,Parkinson's Disease,"IntegerElement(33, attributes={})",Non-coding RNA profiling by high throughput sequencing,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE40710
GSE37385,GEO,Parkinson's Disease,"IntegerElement(1382, attributes={})",Expression profiling by array; Genome variation profiling by SNP array; SNP genotyping by SNP array,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE37385
GSE38155,GEO,Parkinson's Disease,"IntegerElement(36, attributes={})",Expression profiling by array,Entrez,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE38155
